cc_no,pos_dt,cc_txn_amt
52747,4,21500
52747,5,8000
52747,6,33800
52748,2,31900
52748,3,19400
52748,4,7600
52748,5,4900
52748,6,3200
52750,2,1000
52750,3,700
52750,4,800
52750,6,1800
52751,1,3000
52751,2,2000
52751,4,2000
52751,6,2000
52754,1,1000
52754,2,162800
52754,3,1400
52754,4,153300
52754,5,149100
52754,6,153200
52757,4,5500
52757,5,3300
52757,6,5000
52759,1,3000
52759,2,11000
52759,6,3500
52761,1,5800
52761,2,7200
52761,3,7400
52761,4,10300
52761,5,11900
52761,6,4600
52762,1,500
52762,2,900
52762,4,8500
52762,6,1700
52763,1,500
52763,2,1000
52763,3,1800
52763,5,6600
52763,6,1000
52764,3,5000
52767,1,2100
52767,2,4200
52767,3,5000
52767,4,600
52767,5,2700
52767,6,5300
52768,2,4600
52768,3,2700
52768,4,2600
52768,5,1500
52768,6,1000
52769,1,2700
52769,2,2400
52769,3,3000
52769,4,6600
52769,5,2000
52769,6,900
52770,1,13000
52770,2,14900
52770,5,11400
52770,6,3800
52772,1,37700
52772,2,25900
52772,3,25100
52772,4,8500
52772,5,5900
52772,6,3700
52773,1,100
52773,3,100
52773,5,400
52773,6,400
52774,2,10000
52774,3,5000
52774,4,3000
52774,5,7000
52776,1,2800
52776,2,10900
52776,4,6100
52776,5,1800
52777,1,11900
52777,2,10300
52777,3,34100
52777,4,4700
52777,5,34000
52777,6,31700
52778,5,12500
52779,1,40700
52779,2,2700
52779,3,5700
52779,4,25300
52779,5,5900
52779,6,7400
52782,3,12800
52783,1,6000
52783,2,6000
52783,3,6000
52783,4,6000
52783,5,6000
52785,1,7800
52785,2,10000
52785,3,1600
52785,4,3000
52786,2,48500
52786,3,198300
52786,4,73300
52786,6,19300
52788,3,22300
52788,6,2000
52789,4,8400
52789,5,35000
52789,6,20200
52790,2,4000
52792,1,1400
52792,2,5300
52792,3,7200
52792,4,12600
52792,5,4300
52792,6,3300
52793,4,6000
52793,5,6000
52794,3,4000
52794,4,2000
52794,6,1800
52795,1,3700
52795,2,700
52795,3,3000
52795,4,2800
52795,5,3200
52795,6,4000
52796,1,2800
52796,2,21300
52796,3,7800
52796,5,14300
52796,6,5400
52798,1,2800
52798,2,3100
52798,3,800
52798,5,800
52799,1,3900
52799,2,2200
52799,3,18700
52799,4,2300
52799,5,7700
52799,6,2800
52800,1,6500
52800,2,6500
52800,3,5600
52800,4,6000
52800,6,5500
52803,5,2100
52803,6,1800
52804,5,2000
52805,2,12600
52805,3,13200
52805,4,34900
52805,5,30000
52805,6,48900
52806,2,2000
52806,3,2500
52806,4,9500
52806,6,2000
52807,1,3600
52807,2,4300
52807,3,3500
52807,4,6200
52807,5,3600
52807,6,8500
52808,6,11400
52809,1,300
52809,2,3400
52809,3,2400
52809,4,7500
52809,5,6600
52809,6,3300
52811,1,1500
52811,2,300
52811,3,1600
52811,4,1600
52811,5,17000
52811,6,26300
52812,1,3700
52812,4,1000
52812,5,3000
52812,6,1000
52818,2,2200
52818,4,1300
52818,5,1800
52819,1,4000
52819,2,4000
52819,4,4000
52819,5,4000
52819,6,4000
52821,1,25500
52821,2,22300
52821,3,11400
52821,4,56200
52821,5,87200
52821,6,40100
52825,2,1900
52825,5,2700
52827,2,1000
52827,3,600
52828,2,18500
52828,3,19600
52828,4,17000
52828,5,10800
52828,6,3000
52829,3,600
52829,4,100
52831,6,20000
52832,4,100
52832,5,3100
52839,1,3300
52839,2,2200
52839,3,2100
52839,4,1500
52839,5,2100
52839,6,1500
52840,6,15000
52843,1,17300
52843,2,97300
52843,3,87200
52843,4,2600
52843,5,11900
52843,6,10600
52845,1,500
52845,2,4200
52845,3,1000
52845,4,1200
52845,5,3700
52845,6,400
52846,5,43600
52847,2,2400
52847,4,3300
52847,6,40900
52848,1,12000
52848,3,18000
52848,4,21000
52848,5,2500
52849,1,69700
52849,2,34900
52849,3,1900
52849,4,29200
52849,5,5300
52849,6,30800
52851,1,700
52851,2,1400
52851,3,11000
52851,4,700
52851,5,700
52851,6,700
52853,3,4100
52853,4,29600
52853,5,14800
52853,6,166900
52855,3,8000
52856,1,800
52856,2,1100
52856,4,1000
52857,2,21000
52857,3,4500
52857,4,500
52857,5,600
52857,6,2400
52858,1,8500
52858,2,2700
52858,3,1000
52859,1,1200
52859,2,2200
52859,3,2700
52859,4,3200
52859,5,2500
52859,6,2500
52860,1,3000
52860,2,2000
52860,5,5000
52860,6,7000
52861,1,5300
52861,2,3900
52861,3,10100
52861,4,5000
52861,5,11000
52862,2,2800
52863,1,6400
52863,2,5600
52863,4,12200
52863,5,5300
52863,6,5900
52864,4,4000
52864,5,1000
52864,6,1500
52865,1,32400
52865,2,12500
52865,3,14900
52865,4,7500
52865,5,6700
52865,6,8600
52866,6,2000
52867,2,900
52867,3,1400
52867,4,1200
52867,6,2200
52868,4,9600
52868,6,3800
52870,1,1700
52870,2,10900
52870,3,4000
52870,4,9600
52870,5,1100
52870,6,400
52871,1,2000
52871,5,500
52872,1,3000
52872,2,2200
52872,3,21800
52872,4,34100
52872,5,6900
52872,6,1800
52873,1,10400
52873,2,5000
52873,3,7000
52873,4,500
52873,5,11000
52873,6,9300
52874,4,3800
52876,2,1600
52876,3,400
52876,4,400
52876,6,1300
52878,5,40900
52878,6,27200
52879,1,23400
52879,2,5400
52879,3,4600
52879,4,19400
52879,5,5700
52881,1,600
52881,2,700
52881,4,1100
52881,5,500
52882,1,29700
52882,3,25900
52882,4,19000
52882,5,500
52882,6,1300
52883,1,2500
52883,5,20000
52885,1,39900
52885,2,6400
52885,3,29900
52885,4,26100
52885,5,10200
52885,6,16500
52886,1,2900
52886,2,3200
52886,3,1300
52886,4,2000
52886,5,800
52886,6,4100
52887,1,1200
52889,1,25300
52889,2,1400
52893,1,15900
52893,3,7600
52894,2,3400
52895,4,30000
52895,5,8000
52896,6,5600
52899,1,10000
52899,2,4500
52899,3,4500
52899,4,4400
52899,5,800
52899,6,1200
52900,3,3000
52900,4,5500
52900,6,2700
52901,1,1500
52901,2,1300
52901,3,1400
52901,4,1000
52901,5,1000
52901,6,2300
52902,1,500
52902,2,500
52902,3,500
52902,4,200
52902,5,700
52902,6,500
52903,1,7800
52903,2,3100
52903,3,2400
52903,4,1300
52903,5,3200
52903,6,5000
52906,1,500
52906,2,1000
52906,3,16100
52906,4,25600
52906,5,3800
52906,6,23000
52908,1,15000
52908,2,15000
52908,3,44200
52908,4,7700
52908,5,3500
52909,3,20000
52910,1,4700
52910,3,1700
52910,4,5700
52910,5,1900
52910,6,1400
52911,2,800
52911,3,300
52911,4,100
52911,6,1900
52912,1,1100
52912,2,1100
52912,3,1100
52912,4,1100
52912,6,1100
52915,5,2000
52915,6,1000
52916,1,8900
52916,2,13300
52916,3,5400
52916,4,2200
52916,5,9200
52916,6,15500
52917,2,12000
52917,4,6500
52917,5,6000
52917,6,17200
52920,1,2900
52920,2,200
52923,1,800
52923,2,800
52923,3,800
52923,4,800
52923,6,800
52924,5,400
52924,6,1900
52925,2,5000
52925,5,5000
52926,4,6900
52926,5,5000
52926,6,2200
52927,1,9400
52927,2,4100
52927,4,13100
52927,5,2200
52927,6,2900
52930,1,10000
52930,3,10100
52930,4,4500
52930,5,5100
52930,6,7300
52931,5,400
52932,1,200
52932,2,200
52932,3,24200
52932,4,1800
52932,6,200
52939,1,8700
52939,2,11800
52939,3,23600
52939,4,3800
52939,5,6300
52939,6,6400
52940,1,3100
52940,2,100
52940,3,3100
52940,4,100
52940,5,100
52941,4,19500
52944,1,5000
52944,2,13300
52944,3,6200
52944,4,3400
52944,5,7000
52944,6,3000
52945,1,10300
52945,2,21200
52945,3,15100
52945,4,10000
52945,5,8600
52945,6,10700
52946,1,30000
52946,3,10000
52946,4,4000
52946,5,4000
52947,2,5700
52947,5,5700
52948,4,31600
52948,5,129100
52948,6,50900
52949,1,200
52949,2,3000
52949,3,4000
52949,6,4000
52951,1,1700
52951,2,5000
52951,3,2700
52951,6,1800
52952,5,800
52953,2,800
52953,4,22000
52953,5,22100
52953,6,13600
52955,1,4000
52955,2,4000
52955,3,8000
52955,5,4100
52955,6,4000
52956,4,4700
52956,5,1500
52956,6,1500
52957,1,3500
52957,2,3200
52957,3,1800
52957,4,14600
52957,5,3300
52957,6,3400
52958,1,1800
52958,5,900
52959,1,300
52959,3,2500
52959,5,400
52959,6,1000
52960,1,18100
52960,2,9000
52960,3,9100
52960,4,9300
52960,5,6500
52960,6,40400
52962,1,3600
52962,2,3200
52962,4,8300
52962,5,6900
52962,6,700
52967,4,9000
52967,5,4000
52967,6,4000
52968,5,6000
52969,1,16600
52969,2,7900
52969,3,1400
52969,4,2600
52969,6,21100
52970,1,12700
52970,5,20100
52973,6,8500
52974,1,10900
52974,4,1600
52974,5,2000
52974,6,15000
52976,1,16000
52976,2,3900
52976,3,1200
52976,6,700
52977,1,3600
52984,1,1900
52984,2,6400
52984,3,46400
52984,4,49900
52984,5,13200
52984,6,8500
52985,2,4000
52985,3,3500
52985,5,11400
52985,6,900
52988,2,3000
52988,4,3000
52988,5,2000
52988,6,2000
52989,2,10000
52991,6,10000
52992,1,8600
52992,2,26700
52992,3,600
52992,4,8800
52992,5,3800
52992,6,1900
52993,1,10000
52993,2,5000
52993,4,4000
52993,5,3000
52993,6,4000
52994,1,26200
52994,2,28500
52994,3,16200
52994,4,8300
52994,5,50400
52994,6,108000
52996,1,19000
52996,2,44700
52996,3,18000
52996,4,5200
52996,5,6800
52996,6,7000
52997,5,22000
52997,6,800
52998,1,361600
52998,2,2400
52998,3,168100
52998,4,141200
52998,5,99200
52998,6,171400
52999,1,3900
52999,2,3800
52999,4,3800
52999,5,3800
52999,6,3800
53003,2,25000
53003,3,35000
53003,6,15000
53005,2,3200
53005,3,900
53005,4,6900
53005,5,5400
53005,6,12200
53007,1,12600
53007,2,7400
53007,3,9300
53007,4,3100
53007,5,5500
53007,6,4500
53008,1,3500
53008,2,900
53008,3,700
53008,4,1500
53008,5,700
53008,6,700
53009,6,1000
53011,1,7000
53011,3,4700
53011,4,5000
53011,5,5000
53014,1,12000
53014,2,4000
53014,3,2800
53014,4,13400
53014,5,5000
53014,6,21300
53015,1,1700
53015,2,3000
53015,4,3400
53015,5,6700
53017,1,39900
53017,2,31000
53017,3,85400
53017,4,8300
53017,5,6000
53017,6,2300
53018,1,3000
53018,4,2500
53019,1,3100
53019,2,3100
53019,3,6600
53019,4,6400
53019,5,3000
53019,6,2700
53020,1,2000
53020,4,31900
53021,1,3500
53021,2,500
53021,3,7600
53021,4,600
53021,5,600
53021,6,3500
53023,1,3500
53023,2,3200
53023,3,3000
53023,4,1800
53023,5,3000
53023,6,4000
53025,2,9500
53025,3,3600
53025,4,19900
53025,6,5300
53026,1,18300
53026,2,6400
53026,3,23500
53026,4,3300
53026,5,2500
53026,6,8800
53027,1,1700
53027,2,1100
53027,3,1600
53027,4,1200
53027,5,2800
53027,6,2900
53028,1,4000
53028,3,5900
53028,5,3000
53028,6,2500
53029,1,18000
53029,2,8900
53029,3,5400
53029,4,20100
53029,5,19500
53029,6,8400
53030,1,2700
53030,2,8000
53030,3,25600
53030,4,600
53030,5,3900
53030,6,3800
53031,5,900
53032,1,42100
53032,2,13700
53032,3,5300
53032,4,20700
53032,5,9300
53032,6,14500
53033,5,500
53034,5,33000
53035,4,2000
53035,5,11000
53037,2,800
53038,1,4300
53038,2,2000
53038,3,4900
53038,4,300
53038,5,400
53038,6,2000
53040,5,45800
53040,6,13800
53041,1,7700
53041,2,5400
53041,3,4000
53041,4,7200
53041,5,4400
53041,6,6500
53042,1,14200
53042,2,9600
53042,3,37700
53042,4,18700
53042,5,5300
53042,6,2700
53044,1,10200
53044,2,19300
53044,3,6300
53044,4,4200
53044,5,2500
53045,2,700
53045,3,5100
53045,4,6400
53045,5,4900
53045,6,3300
53046,1,1700
53046,2,3000
53046,3,5200
53046,4,20400
53046,5,3200
53046,6,4600
53047,1,2600
53047,3,5200
53047,4,2500
53047,5,2700
53049,1,1100
53049,2,1000
53049,3,1000
53049,6,1800
53050,3,213100
53050,4,5900
53050,5,9500
53050,6,126400
53051,1,11700
53051,2,1300
53051,3,13900
53051,4,1900
53051,5,9500
53051,6,7200
53052,2,1400
53052,3,800
53052,5,1500
53052,6,800
53053,5,7000
53053,6,2500
53055,1,12100
53055,2,18500
53055,3,6100
53055,4,38800
53055,5,24500
53055,6,29800
53057,1,33700
53057,2,10900
53057,3,54500
53057,4,8700
53057,5,66100
53057,6,4900
53058,1,4600
53058,2,39800
53058,3,1900
53058,4,12200
53058,5,1600
53060,2,1500
53060,4,500
53060,5,1000
53060,6,1100
53062,6,7000
53065,1,4400
53065,2,500
53065,3,3400
53065,4,16500
53065,5,4200
53065,6,3900
53067,1,6000
53067,2,3100
53067,4,2300
53067,5,3500
53067,6,2800
53070,1,800
53070,2,700
53070,3,700
53070,4,600
53070,6,700
53071,1,41600
53071,2,12900
53071,3,11400
53071,4,14400
53071,5,46600
53071,6,22500
53073,4,51200
53073,5,8000
53073,6,4200
53075,1,22200
53075,2,20800
53075,3,12000
53075,4,23900
53075,5,18000
53075,6,20000
53076,3,5100
53076,5,700
53076,6,300
53077,1,2600
53077,2,2600
53077,3,2800
53077,4,2500
53077,5,2200
53077,6,2200
53080,5,400
53080,6,1100
53081,1,3000
53083,1,5000
53083,2,10900
53083,3,7800
53083,4,5900
53083,5,9200
53083,6,9300
53084,1,18500
53084,2,19600
53084,3,2800
53084,4,7300
53084,5,6000
53084,6,4700
53086,1,5500
53086,2,5600
53086,3,900
53086,4,1000
53086,5,11600
53086,6,3900
53087,3,10000
53087,4,5000
53087,5,4300
53087,6,9300
53091,1,2100
53091,2,4700
53091,3,1400
53091,4,900
53091,5,11600
53091,6,8600
53092,4,8000
53093,1,1000
53093,3,10000
53093,4,1000
53093,5,14900
53094,1,2000
53094,2,3000
53094,3,2000
53094,5,4000
53094,6,2000
53096,1,2700
53096,2,3300
53096,3,1800
53096,4,3100
53096,5,3600
53096,6,2900
53097,1,300
53097,2,300
53097,3,300
53097,4,300
53097,6,300
53098,1,7500
53098,2,9500
53098,3,2000
53098,4,5200
53098,5,9500
53099,1,2400
53099,3,2400
53099,6,2000
53101,3,100
53101,4,2400
53101,5,600
53102,1,2100
53102,2,3100
53102,3,1100
53102,4,4800
53102,5,1100
53102,6,6700
53105,1,2300
53105,2,10400
53105,3,800
53105,4,1000
53105,6,1100
53106,5,23200
53106,6,2900
53107,2,900
53107,3,19900
53107,5,2500
53107,6,700
53108,1,21900
53108,3,16200
53108,4,9700
53108,5,17200
53108,6,13500
53111,1,1000
53111,3,1000
53111,5,300
53111,6,2400
53115,1,6500
53115,2,14000
53115,3,13900
53115,4,7200
53115,5,12300
53115,6,5400
53116,1,3100
53116,5,2500
53117,1,6500
53117,2,12500
53117,3,12600
53117,4,18000
53117,6,4600
53118,1,6000
53118,2,3100
53118,3,4700
53118,4,6500
53118,5,4700
53118,6,8100
53119,1,15500
53119,2,9400
53119,3,8300
53119,4,7300
53119,5,10300
53119,6,8300
53120,1,5100
53120,2,10000
53120,3,2200
53120,4,5400
53120,5,700
53120,6,2900
53121,1,3200
53121,2,1000
53121,3,4000
53121,4,1500
53121,5,2700
53121,6,3900
53122,1,4000
53122,2,4800
53122,3,2100
53122,4,4200
53122,5,4000
53122,6,5000
53125,2,5200
53125,3,3600
53125,4,600
53125,5,3900
53126,1,9200
53126,3,500
53126,4,2100
53126,5,3500
53126,6,3400
53128,1,22400
53128,2,14000
53128,3,6600
53128,4,98200
53128,5,12400
53128,6,13700
53129,4,3000
53130,5,36000
53133,3,4500
53134,1,11900
53134,3,7000
53134,4,6900
53134,5,14300
53134,6,10900
53135,1,2000
53135,4,2000
53136,4,7000
53140,2,4700
53140,3,4200
53140,4,4200
53140,5,4500
53140,6,2600
53141,1,11700
53141,2,6100
53141,3,32000
53141,5,18100
53141,6,30500
53142,5,7000
53142,6,7000
53144,1,2000
53144,2,2000
53144,3,5000
53144,5,11000
53144,6,15000
53145,6,120000
53146,3,900
53147,2,500
53147,3,800
53147,4,700
53147,5,800
53147,6,800
53151,1,7600
53152,2,1300
53152,3,1400
53152,4,1400
53152,5,1500
53153,3,12500
53153,5,17000
53154,1,2000
53154,2,3000
53154,4,5000
53154,5,3000
53155,5,8000
53156,2,21000
53156,4,1000
53156,5,700
53157,1,19200
53157,2,11700
53157,3,38800
53157,4,16100
53157,5,15200
53157,6,8200
53158,3,800
53158,4,9600
53158,5,45700
53158,6,32400
53159,1,11800
53159,2,6200
53159,3,12200
53159,4,9300
53159,5,16300
53159,6,14300
53160,2,5500
53160,4,7300
53160,5,2200
53160,6,1500
53161,2,1200
53161,3,1100
53161,4,1100
53161,5,1000
53161,6,1000
53162,1,6600
53162,2,13800
53162,4,24400
53162,5,12700
53162,6,4400
53164,1,10700
53164,2,53800
53164,3,39100
53164,4,1600
53165,1,400
53165,3,400
53165,5,1900
53166,1,2200
53166,2,3500
53166,3,9100
53166,4,4200
53166,5,1900
53166,6,1200
53167,1,9300
53167,2,3900
53167,3,9300
53167,4,18300
53167,5,56600
53167,6,27500
53169,1,4000
53169,2,600
53169,3,1800
53169,4,30900
53169,5,2500
53169,6,600
53171,1,10600
53171,2,14800
53171,3,15400
53171,4,13500
53171,5,10800
53171,6,6400
53172,1,17500
53172,2,2800
53172,3,4900
53172,5,2700
53172,6,30100
53174,5,9000
53175,6,1100
53176,1,3500
53176,2,800
53176,3,800
53176,4,18500
53176,5,1700
53176,6,6800
53177,1,18300
53177,2,3200
53177,3,7800
53177,4,17600
53177,5,16100
53177,6,62500
53179,1,6000
53179,3,5000
53179,4,7000
53179,5,6000
53179,6,6000
53181,4,20000
53181,5,20000
53181,6,5000
53182,2,20000
53182,3,20000
53182,4,20000
53182,5,20000
53182,6,20000
53183,1,200
53183,2,2400
53183,3,1300
53183,4,800
53183,5,2500
53183,6,1500
53184,5,26400
53184,6,3000
53185,5,6800
53185,6,43600
53186,2,1500
53186,6,3600
53190,2,900
53190,6,1200
53192,2,32800
53192,3,2800
53192,4,13500
53192,5,2000
53192,6,5800
53193,2,24000
53193,3,3800
53193,4,8500
53193,5,8000
53194,1,17800
53194,2,28300
53194,3,17900
53194,4,28000
53194,5,25000
53194,6,15300
53197,1,4000
53197,2,4000
53197,3,4000
53197,4,4000
53197,5,6100
53197,6,5900
53198,4,5000
53198,5,10000
53198,6,20500
53199,1,21900
53199,2,700
53199,3,6400
53199,4,22400
53199,5,6500
53199,6,4200
53204,1,1400
53204,2,3300
53204,3,7400
53204,4,7400
53204,6,2800
53205,4,3000
53205,5,2000
53206,4,6000
53208,1,3200
53208,2,1300
53208,3,8700
53208,4,800
53208,5,800
53208,6,800
53209,1,8400
53209,2,10000
53209,4,4400
53209,5,3000
53209,6,3000
53211,1,2100
53211,2,3400
53211,3,4500
53211,4,700
53211,5,7000
53212,1,1600
53212,2,4000
53212,3,22600
53212,4,8800
53212,5,900
53212,6,13500
53216,1,1700
53216,2,100
53216,3,500
53216,4,2800
53216,5,10400
53216,6,4800
53217,4,9300
53217,5,9400
53217,6,3700
53220,3,6000
53220,4,20000
53225,1,600
53225,2,4300
53225,3,2500
53225,5,1900
53225,6,100
53227,1,1300
53227,2,1300
53227,3,800
53227,4,8000
53227,5,1200
53227,6,1600
53231,1,26000
53231,3,26200
53231,4,20000
53231,5,19400
53231,6,26100
53232,1,3500
53232,2,4400
53232,3,2700
53232,4,4600
53232,5,1900
53232,6,1800
53233,1,1500
53233,6,2400
53234,2,6000
53236,1,1100
53236,3,7000
53236,4,25700
53236,5,17500
53236,6,28700
53237,2,600
53237,3,300
53237,4,5500
53237,5,400
53237,6,500
53238,1,15600
53238,2,1300
53238,5,7200
53239,1,19000
53239,2,3000
53239,4,300
53239,6,2000
53241,1,2000
53241,2,1000
53241,3,1000
53241,4,12500
53242,4,5000
53242,5,5000
53243,5,61500
53244,1,4800
53244,2,3900
53244,3,3700
53244,4,12600
53244,5,500
53244,6,4700
53245,3,3000
53245,4,1700
53245,5,900
53245,6,600
53246,3,3900
53246,4,9500
53246,5,20000
53246,6,15200
53249,1,17700
53249,2,34000
53249,3,15600
53249,4,17700
53250,1,500
53250,2,2500
53250,3,3800
53250,4,500
53250,5,500
53250,6,2500
53252,5,700
53252,6,600
53253,1,2000
53253,3,3800
53253,6,1000
53254,3,20000
53255,1,1600
53256,4,5000
53257,1,22500
53257,2,7800
53257,3,19600
53257,4,25100
53257,5,13000
53257,6,9300
53258,2,800
53258,3,7600
53258,5,1000
53260,1,1000
53260,2,5000
53260,6,2000
53262,3,3000
53262,6,3000
53263,1,4000
53263,2,1300
53263,3,1200
53263,4,1000
53264,1,6300
53264,2,3500
53264,3,2500
53264,4,4000
53264,5,7000
53264,6,4000
53265,2,1000
53265,3,2000
53265,4,2000
53265,5,1000
53265,6,1000
53267,1,4600
53267,2,13500
53267,3,43200
53267,4,17800
53267,5,22300
53267,6,14300
53269,1,3400
53269,2,900
53269,3,3600
53269,4,5000
53269,5,600
53269,6,2500
53272,1,3700
53272,2,300
53272,3,41300
53272,5,7300
53272,6,5500
53273,4,400
53273,5,700
53273,6,700
53275,1,1700
53275,2,13200
53275,3,3200
53275,4,2600
53275,5,9900
53275,6,1900
53277,5,8000
53278,1,1600
53278,2,2800
53278,3,2900
53278,4,1600
53278,5,2900
53278,6,6100
53279,1,700
53279,3,700
53279,4,700
53279,5,600
53279,6,700
53282,1,500
53282,3,600
53282,4,1400
53283,3,1000
53283,4,1000
53283,5,1000
53283,6,1000
53286,1,2400
53286,2,400
53286,3,400
53286,4,400
53286,5,7900
53286,6,2200
53287,4,5000
53289,1,2500
53289,2,1900
53289,3,1600
53290,1,36200
53290,2,64900
53290,3,80000
53290,4,51700
53290,5,50200
53290,6,28800
53292,3,3800
53292,4,3600
53292,5,1900
53292,6,1100
53294,3,14100
53294,5,16000
53294,6,8000
53295,6,4000
53297,1,37600
53297,2,9200
53298,2,2000
53298,3,1000
53298,4,23600
